timestamp,cpu_usage,ram_usage,disk_usage,process_count,new_processes,terminated_processes,login_success,login_failed,logoff_events,file_created,file_modified,file_deleted,file_renamed
2026-09-22T00:07:08.842739,99.6,90.4,55.9,240,0,0,0,0,0,0,0,0,0
2026-09-22T00:07:14.141222,99.6,90.4,55.9,240,0,0,0,0,0,0,0,0,0
2026-09-22T00:07:20.046939,99.6,90.4,55.9,240,0,0,0,0,0,0,0,0,0
2026-09-22T00:07:25.279312,76.7,90.6,55.9,247,0,0,0,0,0,0,0,0,0
2026-09-22T00:07:31.143052,76.7,90.6,55.9,247,0,0,0,0,0,0,0,0,0
2026-09-22T00:07:36.508961,46.5,91.4,55.9,247,0,0,0,0,0,0,0,0,0
2026-09-22T00:07:41.852243,81.9,90.9,55.9,247,0,0,0,0,0,0,0,0,0
2026-09-22T00:07:47.194038,22.1,91.0,55.9,247,0,0,0,0,0,0,0,0,0
2026-09-22T00:07:52.559029,22.1,91.0,55.9,247,0,0,0,0,0,0,0,0,0
2026-09-22T00:07:57.861984,40.0,90.9,55.9,247,0,0,0,0,0,0,0,0,0
2026-09-22T00:08:03.116736,28.0,90.2,55.9,247,0,0,0,0,0,0,0,0,0
2026-09-22T00:08:08.551711,50.8,90.8,55.9,248,0,0,0,0,0,0,0,0,0
2026-09-22T00:08:13.889723,50.8,90.8,55.9,248,0,0,0,0,0,0,0,0,0
2026-09-22T00:08:19.220361,26.2,87.6,55.9,254,0,0,0,0,0,0,0,0,0
2026-09-22T00:08:24.477399,61.5,89.0,55.9,254,0,0,0,0,0,0,0,0,0
2026-09-22T00:08:29.783114,16.8,89.0,55.9,246,0,0,0,0,0,0,0,0,0
2026-09-22T00:08:35.144663,16.8,89.0,55.9,246,0,0,0,0,0,0,0,0,0
2026-09-22T00:11:31.572827,21.0,90.9,55.9,242,0,0,38,0,12,1,0,0,0
2026-09-22T00:11:37.197819,83.5,91.2,55.9,244,0,0,0,0,0,0,0,0,0
2026-09-22T00:11:42.803538,40.9,90.9,55.9,244,0,0,0,0,0,0,0,0,0
2026-09-22T00:11:48.131351,23.6,90.5,55.9,244,0,0,0,0,0,0,0,0,0
2026-09-22T00:11:53.407476,23.6,90.5,55.9,244,0,0,0,0,0,0,0,0,0
2026-09-22T00:11:58.705365,15.2,91.0,55.9,244,0,0,0,0,0,0,0,0,0
2026-09-22T00:12:04.013586,44.2,90.6,55.9,244,0,0,0,0,0,0,0,0,0
2026-09-22T00:12:09.351093,15.3,91.3,55.9,244,0,0,0,0,0,0,0,0,0
2026-09-22T00:12:15.680922,15.3,91.3,55.9,244,0,0,0,0,0,0,0,0,0
2026-09-22T00:12:21.148010,93.9,91.6,55.9,243,0,0,0,0,0,0,0,0,0
2026-09-22T00:12:26.906357,69.2,91.1,55.9,243,0,0,0,0,0,0,0,0,0
2026-09-22T00:12:32.341689,22.1,91.4,55.9,243,0,0,0,0,0,0,0,0,0
2026-09-22T00:12:37.757016,22.1,91.4,55.9,243,0,0,0,0,0,0,0,0,0
2026-09-22T00:12:43.178714,59.7,90.2,55.9,246,0,0,0,0,0,0,0,0,0
2026-09-22T00:12:48.694767,33.6,89.6,55.9,242,0,0,0,0,0,0,0,0,0
2026-09-22T00:12:54.059612,31.2,89.5,55.9,242,0,0,0,0,0,0,0,0,0
